movie_id,title,year,runtime_min,genres,rating_imdb,votes,revenue_musd,director,cast_top3,country,language,production_company,metascore
948,Movie 948,1995,112,"Drama, Thriller, Animation",7.8,239609,146.1,Director 137,"Actor 566, Actor 285, Actor 94",France,Japanese,Studio 9,46
949,Movie 949,2013,118,Thriller,5.3,307563,610.5,Director 245,"Actor 476, Actor 101, Actor 550",USA,French,Studio 82,39
950,Movie 950,1992,141,Adventure,4.5,103992,84.4,Director 111,"Actor 613, Actor 499, Actor 308",Australia,English,Studio 75,85
951,Movie 951,1987,172,"Thriller, Adventure",9.5,132488,604.9,Director 139,"Actor 505, Actor 647, Actor 181",India,Hindi,Studio 62,95
952,Movie 952,1998,162,"Romance, Animation",5.4,144830,543.9,Director 258,"Actor 317, Actor 641, Actor 451",UK,Italian,Studio 24,92
953,Movie 953,1980,120,"Adventure, Fantasy, Drama",5.0,399188,348.5,Director 156,"Actor 97, Actor 454, Actor 351",Italy,Italian,Studio 24,54
954,Movie 954,1986,177,Thriller,5.7,160609,259.4,Director 272,"Actor 484, Actor 106, Actor 702",Germany,Hindi,Studio 27,49
955,Movie 955,2000,100,Horror,8.3,447380,130.6,Director 81,"Actor 334, Actor 529, Actor 486",Australia,Italian,Studio 54,64
956,Movie 956,1994,113,"Romance, Sci-Fi",4.8,175466,582.7,Director 162,"Actor 461, Actor 316, Actor 436",Australia,German,Studio 98,83
957,Movie 957,1980,177,"Action, Horror",5.9,422746,116.2,Director 234,"Actor 786, Actor 281, Actor 20",France,Spanish,Studio 85,62
958,Movie 958,1998,127,Sci-Fi,6.4,200991,263.9,Director 287,"Actor 757, Actor 205, Actor 221",Australia,Hindi,Studio 57,65
959,Movie 959,1986,89,Drama,5.8,251991,753.5,Director 241,"Actor 48, Actor 800, Actor 676",Japan,Japanese,Studio 91,92
960,Movie 960,1995,115,"Fantasy, Horror, Action",4.6,335849,277.4,Director 276,"Actor 379, Actor 449, Actor 292",UK,German,Studio 18,39
961,Movie 961,2000,179,"Horror, Drama, Animation",7.2,301487,164.0,Director 46,"Actor 449, Actor 252, Actor 336",Australia,Hindi,Studio 98,63
962,Movie 962,2015,147,"Action, Drama",8.2,36153,697.2,Director 161,"Actor 370, Actor 792, Actor 457",France,Spanish,Studio 42,89
963,Movie 963,1994,138,"Sci-Fi, Thriller",7.7,369630,210.9,Director 12,"Actor 144, Actor 123, Actor 658",Japan,German,Studio 51,92
964,Movie 964,1983,147,Animation,6.1,297097,352.6,Director 17,"Actor 517, Actor 335, Actor 552",Spain,French,Studio 74,72
965,Movie 965,2020,88,"Comedy, Fantasy, Animation",6.9,419191,413.2,Director 45,"Actor 588, Actor 480, Actor 625",France,Italian,Studio 10,85
966,Movie 966,1997,139,"Drama, Sci-Fi",4.4,340154,462.3,Director 233,"Actor 541, Actor 800, Actor 710",Japan,English,Studio 52,67
967,Movie 967,1980,159,"Action, Fantasy",5.2,224449,124.6,Director 115,"Actor 599, Actor 691, Actor 787",India,Hindi,Studio 59,55
968,Movie 968,2016,125,"Fantasy, Drama, Thriller",8.3,108578,250.2,Director 52,"Actor 27, Actor 547, Actor 617",USA,Italian,Studio 17,74
969,Movie 969,1984,121,"Thriller, Fantasy",5.1,86110,342.3,Director 139,"Actor 239, Actor 223, Actor 791",India,English,Studio 18,86
970,Movie 970,1987,128,Adventure,8.8,448340,593.2,Director 195,"Actor 51, Actor 458, Actor 450",Japan,Spanish,Studio 27,78
971,Movie 971,2017,95,Drama,6.8,303697,581.0,Director 63,"Actor 167, Actor 775, Actor 215",UK,German,Studio 95,75
972,Movie 972,2000,133,Thriller,9.4,419820,408.0,Director 245,"Actor 262, Actor 521, Actor 115",Spain,English,Studio 1,78
973,Movie 973,2006,131,Sci-Fi,6.0,163019,670.0,Director 223,"Actor 668, Actor 308, Actor 235",UK,Japanese,Studio 83,79
974,Movie 974,2010,82,"Sci-Fi, Action",4.8,131046,146.0,Director 5,"Actor 132, Actor 532, Actor 160",Canada,Japanese,Studio 61,34
975,Movie 975,1983,156,Romance,6.0,218014,659.5,Director 215,"Actor 177, Actor 179, Actor 532",Canada,Japanese,Studio 86,53
976,Movie 976,2003,94,Action,6.7,160966,325.9,Director 192,"Actor 272, Actor 637, Actor 329",USA,Italian,Studio 4,72
977,Movie 977,1981,140,Drama,9.0,24879,433.9,Director 269,"Actor 174, Actor 162, Actor 103",USA,French,Studio 29,41
978,Movie 978,2006,88,Adventure,6.6,218119,685.6,Director 275,"Actor 451, Actor 138, Actor 618",USA,French,Studio 61,90
979,Movie 979,1996,96,"Animation, Sci-Fi",9.3,350950,574.5,Director 245,"Actor 505, Actor 767, Actor 585",France,Spanish,Studio 29,95
980,Movie 980,1988,98,Comedy,8.1,376555,326.1,Director 54,"Actor 256, Actor 232, Actor 257",Canada,Japanese,Studio 85,68
981,Movie 981,2001,170,"Fantasy, Animation",6.8,463751,217.0,Director 68,"Actor 336, Actor 433, Actor 384",Canada,Hindi,Studio 95,34
982,Movie 982,2004,160,Thriller,9.4,8008,118.6,Director 18,"Actor 244, Actor 166, Actor 407",India,English,Studio 74,91
983,Movie 983,2010,124,Fantasy,6.2,113136,365.3,Director 135,"Actor 559, Actor 451, Actor 121",Germany,Japanese,Studio 99,95
984,Movie 984,2001,123,Romance,5.9,457663,392.4,Director 282,"Actor 468, Actor 680, Actor 99",India,Italian,Studio 67,63
985,Movie 985,1984,180,"Horror, Action",9.3,66679,80.2,Director 235,"Actor 114, Actor 124, Actor 564",Germany,Spanish,Studio 45,69
986,Movie 986,2008,135,"Comedy, Animation, Drama",6.2,493985,709.1,Director 262,"Actor 200, Actor 146, Actor 697",France,Italian,Studio 3,55
987,Movie 987,2002,147,"Drama, Animation, Action",8.4,190636,433.9,Director 272,"Actor 171, Actor 384, Actor 163",UK,Japanese,Studio 22,58
988,Movie 988,2025,99,"Fantasy, Horror, Thriller",5.5,497996,323.7,Director 200,"Actor 535, Actor 432, Actor 488",Spain,French,Studio 18,68
989,Movie 989,1980,89,"Animation, Romance",5.1,385044,492.4,Director 35,"Actor 61, Actor 774, Actor 421",Canada,Spanish,Studio 62,50
990,Movie 990,1995,130,Horror,6.2,101882,202.6,Director 180,"Actor 73, Actor 232, Actor 283",Canada,German,Studio 16,49
991,Movie 991,1993,136,Romance,8.2,6146,511.2,Director 267,"Actor 319, Actor 537, Actor 106",Australia,German,Studio 30,86
992,Movie 992,1999,95,"Fantasy, Adventure, Drama",4.4,395944,728.9,Director 175,"Actor 279, Actor 42, Actor 391",Germany,English,Studio 81,89
993,Movie 993,2007,154,Adventure,8.2,118272,420.7,Director 46,"Actor 750, Actor 618, Actor 614",India,Spanish,Studio 86,93
994,Movie 994,2024,135,"Action, Comedy",8.8,147407,674.6,Director 142,"Actor 258, Actor 656, Actor 521",India,German,Studio 86,62
995,Movie 995,2002,90,Comedy,7.9,255067,198.0,Director 254,"Actor 227, Actor 606, Actor 445",Germany,English,Studio 100,92
996,Movie 996,2015,157,"Horror, Animation, Fantasy",4.2,57017,474.3,Director 51,"Actor 590, Actor 98, Actor 121",France,French,Studio 75,83
997,Movie 997,2005,171,"Action, Sci-Fi, Adventure",8.7,301097,691.4,Director 20,"Actor 409, Actor 644, Actor 763",Japan,Japanese,Studio 4,57
998,Movie 998,2016,103,Sci-Fi,4.5,483196,332.7,Director 15,"Actor 747, Actor 468, Actor 260",India,Italian,Studio 88,74
999,Movie 999,2002,111,"Adventure, Action",5.8,367032,792.8,Director 135,"Actor 788, Actor 165, Actor 215",Italy,Italian,Studio 71,71
1000,Movie 1000,2005,176,"Drama, Adventure",8.7,175488,284.7,Director 276,"Actor 758, Actor 234, Actor 325",Germany,English,Studio 93,41
